id	filename	md5	size	state
3973bbdc-bc07-4deb-955b-3c40e88a68be	c6b74844-5140-4c2e-b13d-fc50c2f2e9f1.rna_seq.augmented_star_gene_counts.tsv	70533535287e42cfa51abf1138826d6e	4232275	validated
4f59681b-3811-4569-aa50-ed031f7e370a	afccc865-1d58-475d-b85c-0d7eca330b0e.rna_seq.augmented_star_gene_counts.tsv	394fd5a624e37263b39a63413b9e5442	4214409	validated
b6e47a33-48d2-439c-8157-49026dc66c83	TCGA-LUSC.2ef96ca5-39f2-450b-bc45-b1d7ae6c30cf.gene_level_copy_number.v36.tsv	bc65eba6efffd74d84367f7e8239ba08	3447049	validated
26085902-2521-4343-96f0-139a065445f4	c57847cd-6946-41ee-9c54-4bb766b42f12.rna_seq.augmented_star_gene_counts.tsv	f8fcdf603ad968183e38624c263e8345	4230084	validated
968c4aa2-2bcd-4823-b7fa-fbedc41ddb25	d7339ba2-0cc2-40b7-9dbe-f8f3366b20d9.rna_seq.augmented_star_gene_counts.tsv	6e228114d239ac381ef7ca831144a869	4249826	validated
9d3f54d7-901f-4861-b015-21d011a40869	a4c0b47f-515a-4578-a6d3-fbf447c5f107.rna_seq.augmented_star_gene_counts.tsv	931bb3de0b231909b8a060995ce53621	4252620	validated
d29660d3-b3f7-4186-8c71-bebbabee600a	4a97b05e-92d4-49c2-92b7-e2959bc3baf2.rna_seq.augmented_star_gene_counts.tsv	dc55908980810f8b7ffbac298a47382c	4235079	validated
28e41191-6834-4284-b960-d898ad7b3a99	e5790b06-5f75-4d44-8e72-3304bf4285fd.rna_seq.augmented_star_gene_counts.tsv	772bfa1489462de262f7e10154e279e9	4254907	validated
9bd26335-dd71-4821-b7d1-a4e24430fbb3	841e54a1-9d65-4256-b70e-eb64659b40a4.rna_seq.augmented_star_gene_counts.tsv	7317608cc1ef3790db80ce5e07d4ca91	4229983	validated
af335732-7d18-4419-afc8-772fa86a0ac9	TCGA-LUAD.ee2d9250-8102-4103-bbab-5b2499946474.gene_level_copy_number.v36.tsv	6a100ff0b6feb4274a7fd004b249ea63	3446800	validated
fa843818-62e2-41b4-8949-d7b57a1799bf	TCGA-LUAD.e0e5dde3-723b-4b01-afd6-db7bffd97dd1.gene_level_copy_number.v36.tsv	40130db12faecb0946843844b8d108eb	3447935	validated
c2b5b402-65e8-41ca-a54b-262e235b95e8	TCGA-LUAD.78977eda-a503-44e9-af62-a3ccd1a1ab88.gene_level_copy_number.v36.tsv	0de11c5a0ea5f7a4f9da606950dce8d9	3446834	validated
8ac81cff-d823-4cbe-a117-4098755145e0	TCGA-LUAD.7de1a471-973a-4b31-8f61-38b7c9bcc74a.gene_level_copy_number.v36.tsv	48cb0ece374634a8e53c2efd2094da54	3447190	validated
a6733107-a23a-4ab0-be16-6db6ac2f733e	TCGA-LUAD.a2f0216d-805b-41a9-b0b5-4de39ee97701.gene_level_copy_number.v36.tsv	4c793acf532428216557b8e5f76de87b	3446891	validated
e67aefdf-0c86-4390-aee1-2774d24c6cd1	fb202ad6-ab00-453e-bc4e-bdc96965995e.rna_seq.augmented_star_gene_counts.tsv	aeb37391bf623839a6c2b4b785ec5f50	4242908	validated
dbb92362-c980-4746-b109-755c49db7be2	d19b1a80-9df4-48ab-8325-6daa140a35ab.rna_seq.augmented_star_gene_counts.tsv	cd4c316164c9a5f8b1f1c16ee51242e4	4245318	validated
3c9482b7-95fe-40b3-b535-4b92af0a5303	b9184c47-1ce0-42d6-bd30-702c960d2fe0.rna_seq.augmented_star_gene_counts.tsv	51adf6258319ca6f0ecfe258e28afb3e	4244874	validated
e6d4a439-2636-4ecf-b611-d2085c258730	0139ef5f-7adc-4e84-90c1-42ebf59aaf98.rna_seq.augmented_star_gene_counts.tsv	8f883401f5328613f9b6064e4266ca1c	4249230	validated
dcff773b-20f4-4c90-9a3f-78ef2e0f484e	3041806b-5855-4930-aeb8-a30472658d54.rna_seq.augmented_star_gene_counts.tsv	26c47e66aad388095d9f79563830c366	4236778	validated
f2ca8c10-3939-4792-abc4-e9547b33e1f7	2f9fc7f7-6290-41e5-b8c0-9776c5a81405.rna_seq.augmented_star_gene_counts.tsv	ea7ad950422e5fb09a3c4d7206d01a10	4240541	validated
ba654e7e-cbbf-4fd1-b11f-4deb35f5ea9f	TCGA-LUAD.c161a99e-9aa9-4ab1-9c6c-2c2be2308f85.gene_level_copy_number.v36.tsv	22cf5e78fb5c22ea6747ed9285a31266	3454466	validated
ba4c3800-fb05-4bee-9ee9-63bd68b9c2ff	TCGA-LUSC.ee9882b2-4283-423c-8d15-21e6fbae1d30.gene_level_copy_number.v36.tsv	2d0b82f38e9d7906731f80a0b1c846f1	3447455	validated
baa6a105-d724-4e88-8671-8129a09d04d9	TCGA-LUAD.06040b3c-40c4-4dc7-9dff-27ef7f5d96c3.gene_level_copy_number.v36.tsv	99edcbda76f0d825061453b2c99baad5	3446887	validated
bb60df76-a213-4190-9d8c-3c98bd146a98	TCGA-LUAD.220061e7-0ad3-43bc-837e-b1f3614c0d7a.gene_level_copy_number.v36.tsv	97d11b9fa0cb5c3724dff4b888b77653	3448296	validated
62ea7ede-8f18-4782-81fd-1d1e4889333a	TCGA-LUAD.62e987e4-6b92-4f6a-8407-fad966128c27.gene_level_copy_number.v36.tsv	f2b08b887fd3a78916267996c942fc46	3446730	validated
baa35c06-8638-416e-90f9-4354490729c2	TCGA-LUSC.3aee26ea-7a03-4102-b3e2-3da3730eba89.gene_level_copy_number.v36.tsv	14273032d1f75be181575c2d702557fb	3450620	validated
f945c519-91bc-4bd4-b592-416b43392d75	TCGA-LUSC.c0ea1dd3-4aa5-4d7d-b207-953cdc726f32.gene_level_copy_number.v36.tsv	54422d3bbb5bd853e3d33a55baef0f0d	3446798	validated
baecc88f-8118-4a05-901a-4800859ba88a	TCGA-LUAD.5f204e58-65a1-4d9e-b9ca-777e007934af.gene_level_copy_number.v36.tsv	10c8dd541faa8a5d121289c4539a2f6e	3446831	validated
baa738f8-84ba-4f3d-b9d5-ac66ca5c9386	TCGA-LUAD.bd8385d5-e8ec-411b-9c9a-10d5682cbbea.gene_level_copy_number.v36.tsv	2fbd77d45c95ae1d92a6cb480124fb64	3446900	validated
51a6acfb-6470-472e-926e-4e231076e8c9	1364e6b5-74a2-43ee-b89e-ab408c58de26.rna_seq.augmented_star_gene_counts.tsv	d06c148424a0a3edaf9b5a18983b9fa8	4234192	validated
e173308d-ac80-4c15-9b0e-e5cb09321a56	b99ff949-1922-4948-8d02-2ef2aa3dfb3b.rna_seq.augmented_star_gene_counts.tsv	125698e68f5d06c70df63593977e5607	4235077	validated
e1a4e922-876b-45d1-8fb6-5d39dbf6ff60	3dbeacde-e4f1-443a-b34e-28c44acce88c.rna_seq.augmented_star_gene_counts.tsv	e069caf93d5dde80a1a6c3419e4c93fa	4221708	validated
e17426a8-cf69-4ed4-b54e-cc33cbadf095	ef304a3b-e32b-450e-8c40-4173aa0a0366.rna_seq.augmented_star_gene_counts.tsv	011ef4fcca6b7ad8d761a1777999dfe5	4215388	validated
a93e118f-b35d-496d-8627-aa3a754589c8	f5112689-4c8b-4baf-9ba2-33e98f23b02d.wgs.ASCAT.gene_level.copy_number_variation.tsv	ceb52236763eae0292f06906b7224369	3442823	validated
e1f2dc8e-a550-404a-b2b1-b559f24270e6	b5e0f437-1b12-4d83-a0a1-b658bf36c5c1.rna_seq.augmented_star_gene_counts.tsv	4886babdafbf6ee61aa34ec3f98292ac	4230883	validated
41e96482-bc24-4a1a-8ef2-8ef4d525ad40	52e52b5d-4112-4616-8ddd-2a4524a91778.rna_seq.augmented_star_gene_counts.tsv	51fa05e5b8db6567c1f54ed18878ffd2	4227608	validated
aba23746-b13b-4f12-88aa-8ea8fad3a6ce	TCGA-LUAD.12d2f969-2231-4bbc-81c1-34b3ae8f80eb.gene_level_copy_number.v36.tsv	07020cc85269eebd7d48979ae22555b5	3450068	validated
ac084513-bb35-4eaa-b515-eeaf2b9ab287	TCGA-LUSC.04ae973c-33a1-4967-9103-0a604b04fa67.gene_level_copy_number.v36.tsv	034cd91ff9878e673482a3edf4aca8fd	3447701	validated
c57ce954-8210-4787-b7ea-0b0c354a359d	TCGA-LUAD.f52e5814-f2f4-418a-a3bd-15e7df5b9a9f.gene_level_copy_number.v36.tsv	4ae48ddccfdad4e3e6a3ca3c05fb6e46	3447954	validated
fa7de09b-6c9d-4da0-a524-7ec56849d9cd	TCGA-LUSC.2f981e44-acd5-4b82-aab6-88565d22b334.gene_level_copy_number.v36.tsv	7702af1c012bbf884fd04ef8843904ce	3447751	validated
db225ac9-c998-42ad-9181-a075ec0f7c47	85b2ba06-6bdb-478f-b0ec-f048d08e564d.rna_seq.augmented_star_gene_counts.tsv	a25feab17ac3d1b838ace6747d05073e	4251679	validated
c091edb2-f613-41b2-8fff-6d3ae6de4a3b	TCGA-LUAD.9d87367c-d2d7-4b3d-9d43-535a96ec1e25.gene_level_copy_number.v36.tsv	faf4b56082ed79e55c9d9e711414b60a	3447667	validated
5cea4106-64fd-4d00-b978-d5ba676ded7b	41249f0b-c186-4917-8b6a-1eca9647fadc.rna_seq.augmented_star_gene_counts.tsv	37e4b6552dbedb8be1f1cc9961bb185d	4230906	validated
5ddf8f4a-edd8-4b97-8d4d-76655d9018c5	59a0b90e-8b8b-41b8-95f0-d51961a94be5.rna_seq.augmented_star_gene_counts.tsv	26904b98fc550132996ccef4342a5cb3	4221814	validated
a9a8fcbb-774c-46fc-8840-a86d268a7ee7	TCGA-LUAD.bd7d9508-a2b1-472f-84c9-f090f3257fba.gene_level_copy_number.v36.tsv	d6bd875be232cf4e00117aeabcc5e928	3446867	validated
f921067d-5e28-4333-baec-01c0cd8997e9	TCGA-LUAD.9909ef24-06e2-4fdc-ad8c-6a5a525552ed.gene_level_copy_number.v36.tsv	f7c980ce97166aafa65fd3ea9f4a6d94	3448800	validated
63f5b69e-2307-4be6-98e4-b0f57b6394d0	c8bfb715-4c7a-4e3e-baa2-bc842d80654b.rna_seq.augmented_star_gene_counts.tsv	b313bb91df790ee85c2b40fa2b28fc1b	4238271	validated
1acae93b-d013-478b-9c07-7f92cda82551	TCGA-LUSC.99fd8068-140c-4a77-a75b-d6a39411f6ee.gene_level_copy_number.v36.tsv	aa178798e75fa1a1ac6dc1bf065eac7b	3446834	validated
d45a8bb9-23cf-4fe3-85c6-433bee2515fd	TCGA-LUAD.0bd49a1c-166b-4039-a578-50e3828130a2.gene_level_copy_number.v36.tsv	5f0351dd5935997551dee95f1dbff188	3446665	validated
bb310928-74a9-4ec3-ad07-f2fddd02d815	TCGA-LUSC.8b69fa57-ebd9-4b30-badf-6ee327dae733.gene_level_copy_number.v36.tsv	e0c33e509ea9f7c400cd6855d6c1df4b	3449888	validated
cd8a4798-5411-477a-94ee-a0a2c7e01930	TCGA-LUSC.4bc0d001-7368-4d61-88ae-dbb053edc255.gene_level_copy_number.v36.tsv	a51da2fda88295be5cfa7cdc13bbe47a	3449264	validated
cc1ad5e2-e16d-4d37-b9bf-95ab7fdd54e0	TCGA-LUAD.1c3f238c-281d-4821-b6af-01bc114d9f39.gene_level_copy_number.v36.tsv	7cc276fdbbdb1c7516df12bf6699448f	3448120	validated
a3c2dc94-cbf8-4596-bbd9-fee32eb1e59b	TCGA-LUSC.1917734f-dcc6-4f82-baec-1af03fe2c72c.gene_level_copy_number.v36.tsv	718a8da212b3571658238631af750dd8	3446712	validated
b396f2cd-56e4-4c43-9d00-c3e9b235d81c	TCGA-LUSC.9a8ff65f-67c1-48cc-a712-71a704da452a.gene_level_copy_number.v36.tsv	3f7d15e01a4b07c8ceeab37e86a8e8ba	3447890	validated
bea0d7eb-41ed-4877-8d7b-c6dafb870f3e	TCGA-LUAD.10bb685e-409e-4033-a9aa-eb5bad2d513a.gene_level_copy_number.v36.tsv	8b1bac759f1311eebd9a0d52a289fa10	3446801	validated
ca47b907-1c1b-4bde-9cde-9223863b8c8f	TCGA-LUSC.d7aed2c1-cf7a-4b9f-90a6-3adfbc0e5c26.gene_level_copy_number.v36.tsv	64013f94a5c355f0e4e9a72932b407cc	3448009	validated
627666fe-1e68-40cb-86d2-a27aa05977d4	TCGA-LUSC.66145b48-c2a6-43da-a56f-2eeab2648b14.gene_level_copy_number.v36.tsv	c004571f86ff374342203ced093b6eaf	3446739	validated
dcc26bec-1bc0-4fe1-9a15-d2bfd0f5f35a	TCGA-LUSC.e8ef724a-bcdb-43b3-8927-8bfeb8788e96.gene_level_copy_number.v36.tsv	5a84a99158d54554621a2c3073a4412c	3447334	validated
bd6a3ca8-210b-4533-8fb2-600b2c201269	TCGA-LUAD.01f5d28e-fe75-4d58-9440-ea66f46006c4.gene_level_copy_number.v36.tsv	8d33c194c08c2370ffdfec5e381968c5	3446756	validated
85fdcfe8-6eae-4940-87d4-942cd9363a48	TCGA-LUAD.db7bc967-6d2a-49d9-81e8-d83261fe3a9b.gene_level_copy_number.v36.tsv	f2ee4c455c56fd81537af0fbd2e48628	3447203	validated
e489afa8-afaf-47ed-a332-83cff6c7c9fb	TCGA-LUSC.9602f654-06c2-4fd2-bf26-22a2d0371b38.gene_level_copy_number.v36.tsv	9d4c5092c0052c247a0daf5e645b7d4e	3447296	validated
ceb32c21-1149-45e8-8ebb-6083cb7fdfca	TCGA-LUAD.fd02a7c7-e185-4596-bbb0-50d8da72401c.gene_level_copy_number.v36.tsv	9da6170f3ceceaf4aeac5a05e94dc15b	3448012	validated
d10fcb58-f3b0-47e0-8a26-f139c858f3bb	TCGA-LUSC.aa7ce4dd-bc30-4196-903a-47d050802ed9.gene_level_copy_number.v36.tsv	e9e999981b7b0ef1ede592ccaeec5b6f	3447896	validated
dc84fe51-6d5e-42a0-bf8d-267b3a4161f7	TCGA-LUSC.a7f4515d-7d84-4afd-abd3-9afa03021ac8.gene_level_copy_number.v36.tsv	61cca05752096c18828964b39b08db54	3447024	validated
669ce970-42a3-4797-bf9c-0de40a021bbf	0832f2ee-ad00-42c7-8cc3-9c63a7b5cea9.rna_seq.augmented_star_gene_counts.tsv	1a4b67cde878f37fe78ecb8d498135c5	4238136	validated
c1c27804-3223-4b00-bb61-74de6891e62e	TCGA-LUAD.677ac9ea-f03b-4e88-a733-5fa65fd5d0e2.gene_level_copy_number.v36.tsv	938219ef5287d6378b14f64704b4b711	3447241	validated
8a950519-8851-48e2-b18e-11e108a7350c	TCGA-LUAD.8cdc412c-9908-473f-97fe-8516ed48ba8c.gene_level_copy_number.v36.tsv	8e8a5848ac02d4ffe50e20970c780875	3446834	validated
b1376504-a1c1-4c16-856d-079d9c93b9e1	TCGA-LUAD.fee87f3d-5e50-4350-9322-329ce585b9af.gene_level_copy_number.v36.tsv	b15c483c5b5e6979029cbe48dcb14b3d	3446708	validated
d4e30cd3-3ee9-4831-9657-dd2374e71866	TCGA-LUAD.74402b4a-1429-445b-98fa-f1950f04810e.gene_level_copy_number.v36.tsv	6177381a79db233c13032de339420847	3451888	validated
f4cf3833-14d5-4b15-bdf8-64dc84b59017	TCGA-LUAD.ce4453f1-fcc2-41f0-b567-1cd26e441de5.gene_level_copy_number.v36.tsv	915822bf9a9cb15ae5ff41b0a404076d	3446958	validated
62ac6486-a72e-406d-8eed-206f2d24c60c	TCGA-LUAD.1253f3d7-92ff-419b-946a-6962d84d8fb6.gene_level_copy_number.v36.tsv	5edb45fc4a8a6a575610e409370f1229	3446747	validated
c0a361ed-fe67-4885-8bb5-41663dc7174f	TCGA-LUSC.aace4284-8efe-4b2c-8166-20d4b54959f9.gene_level_copy_number.v36.tsv	b6255de1e2563285351dc0fff827ee27	3446690	validated
676b25a9-1156-4b4e-84ed-94d4d3b2250b	70177a4f-8302-49f5-942f-53c2f431cdac.rna_seq.augmented_star_gene_counts.tsv	862a25e1c6f4ff6c019f41a33dba443d	4242552	validated
c7d9787d-e032-41fe-9c89-c3d12bb6d0c5	TCGA-LUAD.f59d6c47-3330-4a4b-8d75-01508fd39704.gene_level_copy_number.v36.tsv	124fcdc55df12f9403c23f4e7c7542f0	3446692	validated
c0fc314d-bc6e-458b-92d9-db66937b8f34	TCGA-LUAD.72399ef5-bf65-429a-8e9a-afbaaf8b0206.gene_level_copy_number.v36.tsv	a8ca3fda9854b8043bceca084e595361	3446843	validated
682f7a55-335c-4c91-85c4-a2288408670a	TCGA-LUSC.f1ce514d-6fa8-4f3c-b9b5-a753fb20a3fd.gene_level_copy_number.v36.tsv	0926f46016569e8def196a009248e679	3446834	validated
a92abf2e-de85-4f82-9e87-3d226de552f5	TCGA-LUSC.fac2e8e5-11bf-4c90-befb-f61b4b0a3e8f.gene_level_copy_number.v36.tsv	4e961384183ddbbdeed4d8a8ee329b33	3446911	validated
dc44e395-8272-419c-9d9d-cf1a3fea9f52	TCGA-LUSC.cd3f79eb-4cbd-4e54-a1d9-0307e59ce20d.gene_level_copy_number.v36.tsv	e951d9de3eab842ff01b8c78b4624eb0	3448098	validated
e87eebe5-ca29-4328-a6bd-4768fc558be4	TCGA-LUAD.1a5e33e6-2949-47ea-91ee-944611025ed4.gene_level_copy_number.v36.tsv	e2b1b633c7dc85ad39994591ef44498d	3448829	validated
c67d7c13-1f17-4a07-a80e-11aa01135eca	TCGA-LUSC.83eab125-597a-4362-8062-631f9b97e593.gene_level_copy_number.v36.tsv	4e7e3b4b98aec97b8def7c2febd8456c	3446844	validated
80d45e1a-b195-4173-a326-08a4e8f12a03	TCGA-LUSC.816e9dcd-6b49-409a-8803-fbac463bd4f5.gene_level_copy_number.v36.tsv	252eb589841f40741a89cda155b22957	3447664	validated
e65b4681-3e71-4ea5-8f3d-01f4e81d0851	TCGA-LUSC.a703f5ef-9c7f-413c-a1fe-c21d1718c651.gene_level_copy_number.v36.tsv	97adb892f6cc4431af545800242191f6	3446806	validated
a3f5d753-14e8-4556-bbca-6b714a3eeacd	TCGA-LUSC.e111e0a0-af7a-4ee0-b859-e0ba5bbc0d0f.gene_level_copy_number.v36.tsv	3a4dc9e03fdbd9722bc2d3415fcb092f	3446906	validated
6d0eca1d-1537-493b-ab4e-502839c31336	TCGA-LUSC.e22b53a6-d00d-4801-94e9-38e59cebc053.gene_level_copy_number.v36.tsv	98bf6c8c3fdcea8e67d0f6c87363ed37	3449723	validated
dc3ce008-dfb7-4c4c-bc9d-2f2caa7b38d8	TCGA-LUSC.248f8f76-b82b-4d61-830f-b0c39eb74d69.gene_level_copy_number.v36.tsv	55a2623cf46819adcedc633b089af982	3446844	validated
908a42fb-bcbe-4232-aedc-aec00b29bd95	TCGA-LUSC.e9481064-8ab1-4531-b5ce-59cbedeead36.gene_level_copy_number.v36.tsv	70b9e9a903147440e00be80d07c53b82	3446851	validated
c0d68dc1-f14c-4355-b446-1f34d9c0a2ae	TCGA-LUAD.f44c4488-7cad-480b-ae64-95d4eb3adc72.gene_level_copy_number.v36.tsv	70ed50f0b24b661cb87745023e062514	3447101	validated
fc9ce636-5785-44f3-a39e-27944e074ba7	TCGA-LUSC.47729702-3598-4a49-bef9-def1ad2e9f1c.gene_level_copy_number.v36.tsv	02cb257af35a93b7ae52a93455181dfc	3446711	validated
db9f85fa-9e90-43cc-aca7-ac919604ad66	TCGA-LUSC.3ef3370f-117e-435f-b769-364a17369726.gene_level_copy_number.v36.tsv	ffd6e654aa54de5ce031a760dc7904e9	3447289	validated
8aa62b1c-8709-46cc-a431-23152125ab3d	TCGA-LUAD.b45678cd-7050-4f06-81fb-8942b77fc7af.gene_level_copy_number.v36.tsv	a7d52324206f041e46a7574e073710de	3446822	validated
a40f739d-bf82-4b85-a5bf-04757918b9f7	TCGA-LUAD.09a2d06b-a918-47fd-a1fd-ea07c0e0e185.gene_level_copy_number.v36.tsv	c2be2711c70452ce8c6abb5f53c8f075	3446715	validated
728c6529-f5a9-4bdb-a49c-0e604b1f46d5	TCGA-LUSC.42f4426e-239d-4ef6-b680-09338ba60cd3.gene_level_copy_number.v36.tsv	843d6996cce131be58eb95215fe2ab75	3446739	validated
d453fee0-c8ea-4650-ade7-397ae64c6a56	TCGA-LUSC.1129d851-07ef-47de-884e-647b60583195.gene_level_copy_number.v36.tsv	7f7de147f98d0d9a29a9df8cff79bc79	3448643	validated
c60c2b29-0bb8-4aa0-b6b9-c138d4507f81	TCGA-LUAD.28b378a6-fbd7-4980-b9a0-cd3841259b7e.gene_level_copy_number.v36.tsv	55b4a311fa6768ce19d663034d9d8c57	3446852	validated
8a1e32a1-0d1c-450a-9335-54d9b0401fcd	TCGA-LUSC.005e0a54-044f-438b-bb98-399c23cc5fbd.gene_level_copy_number.v36.tsv	12c65fb644da50b909f084154dad95d8	3446735	validated
52363b7b-f157-4fbe-8388-169b6152c9fe	655b5152-d150-4b2a-b7cc-ef70dc0b2256.rna_seq.augmented_star_gene_counts.tsv	9b7b008eedede6079972ef9bd66aacd9	4250387	validated
a73130a5-0287-41a0-816e-af3bec633fae	TCGA-LUSC.0db31954-b246-4d9e-84a4-96f7623ce9ca.gene_level_copy_number.v36.tsv	bc41cc94a18948d2258d8cd3aa7117c0	3446855	validated
82251b36-89bf-49b0-9945-936690884f87	TCGA-LUAD.0ed77b1c-f9a4-4370-9f16-5ea70b7f1e17.gene_level_copy_number.v36.tsv	621473ec34a51b21c9e604587b5b19b4	3446837	validated
a86a10df-8eed-465f-ab96-e4182bc199b5	TCGA-LUAD.3c062197-2dee-4ec5-abea-1485d552a233.gene_level_copy_number.v36.tsv	dfb12376ff2908d24e9ce574fbf83384	3446837	validated
55831884-c907-457d-bb2c-7c7b3f7c4cd1	c7fd0bf8-753e-45d6-b987-51ec7559f728.rna_seq.augmented_star_gene_counts.tsv	e198516b3361c40dec102e1e65bacffb	4237695	validated
cb71df30-9907-47bb-bfce-e00321492a30	TCGA-LUAD.f4b2f8da-ad22-4e30-a12a-639830999074.gene_level_copy_number.v36.tsv	d2abffcd3a84c2b304eed01df2150eed	3447062	validated
52d91ece-345c-4c5d-800a-121955b93c66	91e79d93-01a8-4908-805a-12678d68a543.rna_seq.augmented_star_gene_counts.tsv	37abd7a06ebbf7e3fc3457af2eecbe5c	4235935	validated
543bccea-3c04-452f-aa0d-e978eb531c0e	023acc63-ca58-42f9-939c-3b22682dc7cc.rna_seq.augmented_star_gene_counts.tsv	c40da5791586887184ebea2395c1b14e	4218950	validated
51847dea-489f-4df9-84f8-26a6f2579620	35a9d225-0988-4e31-9a39-d54f3a63bea8.rna_seq.augmented_star_gene_counts.tsv	53810a51254a1fa3ae413dc7f75c5e9a	4245328	validated
6eb2485e-fd1d-4906-a6fb-3e685b0ea933	TCGA-LUSC.f3d2a791-eb65-4d7c-933b-6a2672cfd76b.gene_level_copy_number.v36.tsv	346ab806425db22ee542e69a69590d20	3448889	validated
c21c6c6a-9029-49a5-97d2-3ac9352458a1	TCGA-LUAD.b24116c0-ab22-4e93-88e9-4690878bd239.gene_level_copy_number.v36.tsv	87b3de4db13999ab491b95673a971657	3448990	validated
51ec5a15-11e8-435a-a3e0-2a99690309b9	7276835e-ce0e-4fc6-a329-27d936c136ba.rna_seq.augmented_star_gene_counts.tsv	8b759407788b4ee751e262bda55b4ef3	4230705	validated
52055266-7b4e-4fc4-bae0-6e39d76cff59	23ba243d-81d5-44b7-a238-5c0e99118e97.rna_seq.augmented_star_gene_counts.tsv	a8b8bd910f9c407dab2b6b498f19e8b9	4248812	validated
b4b36a04-5582-4d4a-8709-be25ff495ecc	82e44cfc-98d6-4ebc-93d0-3fa25fc50477.wgs.ASCAT.gene_level.copy_number_variation.tsv	89e8e45935b401715f18b8a68bb1da95	3443789	validated
6be0501e-12f0-4c9b-b353-f5817a93b6f6	TCGA-LUAD.b36580ea-acfc-4121-b610-105157f3f15e.gene_level_copy_number.v36.tsv	de97c39a5f767784b1bc9ad97146e618	3450232	validated
63e10945-eb58-46ec-9f13-215073977b5b	TCGA-LUSC.bbfe0672-08ca-4080-969b-9e865027de39.gene_level_copy_number.v36.tsv	e0d9d4d7488c8920e3a2e8cabcf0c1e9	3447496	validated
