File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
8e5edbb7-3ea8-4f26-9fc8-2f2038791691	071f371b-9070-4721-9f88-cdf70a20afcf.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-03420, C3N-03420	C3N-03420-02, C3N-03420-31	Primary Tumor, Blood Derived Normal
43a237e9-7aa3-4f83-83ab-79b62a16ba9b	7de18499-aa7b-408a-a9c6-062c5a15568e.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-00203, C3N-00203	C3N-00203-03, C3N-00203-31	Primary Tumor, Blood Derived Normal
d8dc1b1d-0335-47bc-907e-463dd645cd5e	a79e9f55-9c05-4b52-a55c-5f3733af3df8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02433, C3N-02433	C3N-02433-02, C3N-02433-01	Primary Tumor, Primary Tumor
74062516-6e08-4749-8510-be76a5469c75	4da8cc71-e5eb-491f-99b7-1a2d96463d90.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-03877, C3N-03877, C3N-03877	C3N-03877-31, C3N-03877-01, C3N-03877-02	Blood Derived Normal, Primary Tumor, Primary Tumor
612fb672-f06e-4cb2-a306-958b161406fb	eda9eff4-53cc-4605-9443-c9cbccfc0efb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03063	C3N-03063-03	Solid Tissue Normal
d43ba496-86e0-43ba-9bf8-7fc07d150997	fccc33ab-9340-44e0-afd1-cb372e203d1d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02552	C3L-02552-06	Solid Tissue Normal
1f96573a-6a07-4a78-b846-4907724c8fc0	6c3b2db1-8a86-422f-8567-1328345be457.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02365	C3L-02365-01	Primary Tumor
42d4ea43-9f0b-4cc1-b1a5-63f55aaef35a	70f8b3f1-6877-4cd3-a2f5-51e8cd15a147.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00433	C3N-00433-03	Primary Tumor
1a2ff089-35c5-47d3-9712-6a6149b283ed	7df70805-bc88-45cd-b4a3-1ca5c9802887.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3L-04365, C3L-04365, C3L-04365, C3L-04365	C3L-04365-05, C3L-04365-04, C3L-04365-31, C3L-04365-02	Primary Tumor, Primary Tumor, Blood Derived Normal, Primary Tumor
f3ea3593-5777-42b2-b4b6-561151817fde	32d60dad-82b9-4fda-a8b0-c3c2b1267455.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-04365, C3L-04365, C3L-04365	C3L-04365-05, C3L-04365-04, C3L-04365-02	Primary Tumor, Primary Tumor, Primary Tumor
b0ecfe37-573a-4633-9eb3-eaa73de01ade	54f100dd-63ef-4f23-b7f1-e492ead3b902.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02422, C3N-02422	C3N-02422-01, C3N-02422-02	Primary Tumor, Primary Tumor
5f9b0a2a-cc1c-464f-8c4e-534475e98fe5	1974124d-94f3-4969-8202-bc8dec732657.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02345	C3L-02345-02	Primary Tumor
834b6205-c3ab-434e-816e-c4332f373cfc	afd22ebd-4a02-42fc-b1fd-ef173d595d54.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3L-02345, C3L-02345	C3L-02345-31, C3L-02345-02	Blood Derived Normal, Primary Tumor
17358dd9-4c89-4f67-a3bb-dd6a1781f86c	56cfb7f2-e92e-495a-ba4c-84c8b4a0ef1b.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3L-01285, C3L-01285	C3L-01285-31, C3L-01285-02	Blood Derived Normal, Primary Tumor
d0435f97-4052-4900-988b-cd5c94e5867d	062e0489-aff1-4fcf-bcae-66e6de27ad30.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02143	C3N-02143-06	Solid Tissue Normal
4558d507-e05a-4cff-8ce1-edb5b416e211	ba839ea8-17a4-4fb8-bd6c-873c129b5d10.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02143	C3N-02143-03	Primary Tumor
ac0cce4d-b7b5-4d6d-a04d-ce9c785ad124	73d8000a-b295-4b05-89dd-268b53a8e27e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00546	C3N-00546-01	Primary Tumor
839c3a51-62cc-4e38-9ed8-94c70148e113	55c6c3dd-7a11-4e8a-a231-50a9384759cc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02757, C3N-02757	C3N-02757-01, C3N-02757-02	Primary Tumor, Primary Tumor
5aab8bf3-ba86-47a0-ae03-d1f35cd5fa22	6a8dca22-ab18-4010-aac4-1ea31b08ca19.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01889	C3L-01889-01	Primary Tumor
fdfac8d6-035f-451b-b96d-2cc010c7e015	a952da7b-ee2f-4d8a-a27f-716401dd72ba.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02616	C3L-02616-05	Primary Tumor
37f884ac-3b39-4e76-8f89-7471191b3c84	9a7e8d2c-75df-4071-9b5a-6854f29927b8.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-01022, C3N-01022, C3N-01022	C3N-01022-31, C3N-01022-71, C3N-01022-02	Blood Derived Normal, Blood Derived Normal, Primary Tumor
f29098fb-3dff-425b-a03a-a202233886b5	d9ca4882-fcc4-4f75-a5bc-3616346e1787.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01410	C3N-01410-02	Primary Tumor
92930b46-8ef9-4d4b-8506-dae7b3247b93	3939a76d-8c96-4259-9162-90f50265da85.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00094	C3L-00094-06	Solid Tissue Normal
1b991c2f-bd69-402e-a872-448fb8ef130c	65575a51-6350-4bf5-96b8-ca2062fbf511.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00738	C3N-00738-01	Primary Tumor
62b3b5dc-197f-4048-80c0-a6816dbc9c60	d44dc6d9-6cfa-45ca-a2da-5347ec7dcf5e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-03965	C3L-03965-02	Primary Tumor
31affed4-63cc-4fb0-b1ed-ded40a31efed	40858fdc-19d2-4a31-a9d8-a402048d2c31.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-03965	C3L-03965-06	Solid Tissue Normal
5b67aca3-b93e-4b81-8e0c-9fde02203a35	c39d2005-1dda-47e3-8e92-6c152d492583.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-03679	C3L-03679-01	Primary Tumor
1bfed5a5-107e-4cde-a6fd-367ab7dd87ca	a2af68d8-5013-4450-9411-2b0d3c72eeaf.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00551	C3N-00551-04	Primary Tumor
82db225e-27d3-44bc-b6cb-c3b909ba4545	1e4b45ca-d288-4c17-80c3-8efe6e6c777e.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-00551, C3N-00551	C3N-00551-04, C3N-00551-71	Primary Tumor, Blood Derived Normal
9c32afd1-685d-446a-9901-12b547462653	2b44e0c6-54ba-4f73-91d0-87970492c908.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00551	C3N-00551-06	Solid Tissue Normal
cc438ab3-8c6b-493a-ae84-f1b10ffa5bd1	dd3c0695-59e9-4928-9f05-3a6c2f3f6e41.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01417	C3N-01417-04	Primary Tumor
59d541c5-beca-4fe5-a846-0ffc65187583	0f26c63f-1e8d-494c-ac23-a07b6b4dd70e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02153	C3N-02153-02	Primary Tumor
7fa09c27-eeb5-414b-ab4e-e392015ed09e	4d33241a-4dd6-4b96-beef-c4208f031271.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02648	C3L-02648-02	Primary Tumor
b1c189ef-e816-44d1-854b-939885f3d359	0b199363-4f92-4267-900d-1a28aceea4a0.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-03233, C3N-03233	C3N-03233-71, C3N-03233-03	Blood Derived Normal, Primary Tumor
8637197e-fd2b-48de-a99b-83be756da985	78a5da36-a13e-4177-acb3-d5fec8b6808d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00574	C3N-00574-01	Primary Tumor
3caddfd8-aed3-4ab9-9670-35b553d384a2	b0f01acd-4031-48df-9db2-2a966018fcab.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03038	C3N-03038-02	Primary Tumor
698fc65d-aa7a-4928-8956-154a23651685	4cc002a7-d565-4ba3-940b-0c8eee65d985.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00144	C3L-00144-06	Solid Tissue Normal
a2d6e664-198e-4f3e-96b9-7fac36bc1d5a	1d1b383f-1527-403c-b03c-dfef3a10ff5d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-04382	C3N-04382-06	Solid Tissue Normal
a65787d0-c4f9-4b3f-8a4a-34b9ec275f83	8477c831-1389-4ce6-88d7-199c9d7e5fd4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02290	C3N-02290-01	Primary Tumor
d924f22f-bf57-4d28-af53-4739db9a10ab	c3b62180-f97e-4a1a-9de3-2ef66d2320f1.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-02230, C3N-02230	C3N-02230-71, C3N-02230-01	Blood Derived Normal, Primary Tumor
303c4f12-64b9-46ee-affe-b741504a217e	efb23fdd-bbab-405e-a13b-8c12c6a15451.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02575	C3N-02575-03	Solid Tissue Normal
83cc7259-bd8e-4821-90de-7daf02238659	c28bea06-987d-4681-b564-21b28767d1bd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01405, C3N-01405	C3N-01405-06, C3N-01405-07	Solid Tissue Normal, Solid Tissue Normal
b36b30ca-7a09-4e2d-b77f-70c1e8816abc	ff244a44-5446-4e93-ae94-221eafd571ec.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02575, C3N-02575	C3N-02575-01, C3N-02575-02	Primary Tumor, Primary Tumor
048674a8-a6bc-4681-95bd-a5a8191c971a	270338c5-9bfa-41b3-9ffa-e48f48248d28.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01884	C3L-01884-06	Solid Tissue Normal
3b330826-4dba-481f-8813-7b179c9a84e3	3b93679a-307b-4078-8871-4eb5746931ce.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01020	C3N-01020-01	Primary Tumor
c217e89e-52e0-42ae-ab72-eaec3d7b50d8	7e4b9978-325d-49a9-a974-e32e68fd0d2d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02559	C3L-02559-06	Solid Tissue Normal
6bbda49d-46ff-4656-8be4-6f834f94af10	05c9a666-3e80-4d01-b2a8-d889ea4c0ab0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01682, C3L-01682	C3L-01682-02, C3L-01682-01	Primary Tumor, Primary Tumor
2e042ee3-c3c3-478f-999d-c04c24dc0dea	1fc1288b-f749-41af-b732-bc4c098adc3c.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3L-02969, C3L-02969	C3L-02969-02, C3L-02969-31	Primary Tumor, Blood Derived Normal
f0a095e0-ecda-44a9-8126-e1cd9c0a7b93	ac4cb418-c21e-48f3-9be5-c7be755c6869.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02969	C3L-02969-02	Primary Tumor
fa2f8caa-a515-4c1f-8730-515e5ac38602	a3b71e9c-4eee-43fb-a38b-34d9fca2897b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03080	C3N-03080-03	Solid Tissue Normal
a420acdf-146c-4661-8240-c35ee437c770	136c7230-c0f4-48c7-a8cc-678b17dc982b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02929, C3N-02929	C3N-02929-01, C3N-02929-02	Primary Tumor, Primary Tumor
f2cfd77e-0bf6-4315-b72b-ce09169d8183	525f2502-b433-45e0-aa7b-464af94b3924.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02300	C3N-02300-02	Primary Tumor
ec9c6efc-e3ed-44d4-b4b8-7edc2a38e024	e1112e85-b136-45cc-89b9-db73db5a490a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02300	C3N-02300-05	Solid Tissue Normal
cd0c8753-65b2-41c7-bbda-d4fa8b2a8beb	2111e531-c6c3-47f0-affa-4d838b721c72.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01415	C3N-01415-01	Primary Tumor
f78da146-b549-4d3b-89ca-b86bc6ce8b82	38eeb9a9-221f-4360-8000-8264f8919b4c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00973	C3L-00973-03	Primary Tumor
1ec3a1dc-2bbb-410e-a9b5-f21cb18fe20b	e79256e8-b68a-4d0f-8609-0e3a6428391e.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3L-00973, C3L-00973	C3L-00973-31, C3L-00973-03	Blood Derived Normal, Primary Tumor
38743cfb-8fe5-4241-93e4-71abc5e2ba67	07dcc7bc-f8ab-40f7-b141-5a9723ddff47.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03882	C3N-03882-03	Solid Tissue Normal
7cb31790-26a9-49ae-8db4-6e0d26ea5e41	3f6da40c-061f-433d-9d3e-d6b5ab8c16f9.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-03882, C3N-03882	C3N-03882-31, C3N-03882-01	Blood Derived Normal, Primary Tumor
0ce95bee-0c0b-4f29-982f-d94dc269c355	89f2f554-2f35-480d-9f6e-2b28bb3f81cf.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03882	C3N-03882-01	Primary Tumor
f5f995b6-3075-4cf9-be6e-cf350be932c5	71343550-30de-44c3-b221-bac9427cbd7f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02546	C3L-02546-03	Primary Tumor
1892ebbd-3e26-42c8-b8d0-3fae1122baae	68bec534-52a4-4aa1-a3ba-feef1539a997.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02546	C3L-02546-06	Solid Tissue Normal
8832030f-3ac9-4150-9f53-a90015b4519d	f437c151-f841-46c9-ac77-1990866324ac.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3L-02546, C3L-02546	C3L-02546-31, C3L-02546-03	Blood Derived Normal, Primary Tumor
d14d518a-9e75-4093-a70a-38599224f11e	5b8f841b-0802-443d-81c4-ea3308afdd89.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00180	C3N-00180-06	Solid Tissue Normal
d5b388a7-0fbb-4441-9d64-74f606c16a02	3fb2a6a7-b5f2-4e90-b809-1b8d9fab5514.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-03076, C3N-03076	C3N-03076-02, C3N-03076-31	Primary Tumor, Blood Derived Normal
e3381c94-214e-4eee-aabd-51a53c542385	e2447ae0-cb00-4bc4-a909-8660ff188824.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01823	C3N-01823-06	Solid Tissue Normal
29505a06-ca86-41bb-93f8-12286214dfa7	c0479326-d92f-421e-a01b-4216a54b442a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00549, C3N-00549	C3N-00549-07, C3N-00549-06	Solid Tissue Normal, Solid Tissue Normal
dc66566a-ea80-4788-a415-85e13de43f40	63fbcde4-90bb-4e4c-aff1-843a741e2644.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-00549, C3N-00549	C3N-00549-03, C3N-00549-71	Primary Tumor, Blood Derived Normal
4ba554d4-16f2-4454-ae7e-269a86c71b65	d7927187-cbc0-4e31-babc-35e08de34960.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00549	C3N-00549-03	Primary Tumor
43dcb72a-862f-4e9d-afed-2abf6c69993e	93e6a835-b958-4829-9388-a0b801381e3d.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3L-02349, C3L-02349	C3L-02349-01, C3L-02349-31	Primary Tumor, Blood Derived Normal
1ce96b1b-e8cc-4cbb-a1eb-bd84b10b143f	fd869326-ee90-4065-81ab-d38a3c0d7d60.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02375	C3N-02375-03	Solid Tissue Normal
c5626b68-8a34-4308-a39b-7e6ca1627d92	57e7dd12-c7c0-4c2c-b6ad-d987557f5ba3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01862	C3L-01862-01	Primary Tumor
19772a94-637f-4997-b4f8-73eb67c971b0	d7653528-3e1b-493d-9068-534cab586d7c.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-01028, C3N-01028, C3N-01028	C3N-01028-31, C3N-01028-02, C3N-01028-71	Blood Derived Normal, Primary Tumor, Blood Derived Normal
e16ac2d1-b403-4ee6-93a0-f198c8106483	a0a2b3a8-9e0f-422e-893a-8fb3ae2f0b6b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03072, C3N-03072	C3N-03072-02, C3N-03072-01	Primary Tumor, Primary Tumor
ed84b202-c44a-4d8e-a7ec-61bc6c270cad	c9bf1bb5-84f8-4953-ade3-8d38f2f8328a.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-01072, C3N-01072, C3N-01072	C3N-01072-71, C3N-01072-31, C3N-01072-02	Blood Derived Normal, Blood Derived Normal, Primary Tumor
864c9af0-f388-468e-b69c-17edc2199b5e	34b957ff-1309-469b-88d2-62f5e1634806.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-01893	C3N-01893-10	Solid Tissue Normal
a262af4b-61f1-4e5f-a6f1-8c5e73cfd39d	8b2c2c16-3193-4c6c-a9e4-3e4ddec4bdd8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02193, C3N-02193	C3N-02193-07, C3N-02193-06	Solid Tissue Normal, Solid Tissue Normal
8baa6fef-1c02-4b53-9163-92ccf248fc04	26b62ee2-0bf1-4377-b3bb-439f362a4869.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-03851, C3N-03851, C3N-03851	C3N-03851-31, C3N-03851-01, C3N-03851-04	Blood Derived Normal, Primary Tumor, Primary Tumor
dfc16625-247e-4744-8056-709acfa822e3	46e5fcfa-f201-4a69-a389-b260be795d38.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03875, C3N-03875	C3N-03875-01, C3N-03875-02	Primary Tumor, Primary Tumor
5fdb738f-27d8-4f33-ac08-053b16bd6270	24ff2c43-f475-4f6a-a505-1f1b1044193d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-03851	C3N-03851-03	Solid Tissue Normal
a581261d-3adf-4299-b867-8bf4a590a643	badf091f-bd7f-4a4f-9c29-67b09c32a920.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-04037, C3L-04037	C3L-04037-03, C3L-04037-04	Primary Tumor, Primary Tumor
4bf78e34-8a43-4a3e-928a-a946f2c443c8	ffdd36ee-827c-4bde-a085-bc2a4a79a12d.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-00560, C3N-00560	C3N-00560-02, C3N-00560-71	Primary Tumor, Blood Derived Normal
1af8fb08-9f78-4db3-92f5-ee4df320c12e	0245dddc-1b8b-499e-bb1f-3e4fdcc92ed9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02948, C3N-02948	C3N-02948-02, C3N-02948-01	Primary Tumor, Primary Tumor
d06c593c-952b-4e73-906d-5b16e0ecac2b	1685f71b-a904-4104-a23c-5db7f17a7265.wgs.ASCAT.gene_level.copy_number_variation.tsv	Copy Number Variation	Gene Level Copy Number	CPTAC-3	C3N-04168, C3N-04168	C3N-04168-71, C3N-04168-01	Blood Derived Normal, Primary Tumor
3c440fd7-6b43-4acf-9c51-d5fa93bccb3f	f33d8651-887e-48b2-9eca-e179956a6372.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-02163	C3L-02163-07	Solid Tissue Normal
3c5605f5-6c56-404f-918d-72852e4f19a2	f2ef991f-dad0-4f81-9f46-e6c59594f178.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-02718	C3N-02718-03	Primary Tumor
